track_id,filename,rel_path,title,artist,genre_top,duration,display
210,000210.mp3,data/raw/fma_small/000/000210.mp3,In the French Court,Ed Askew,Folk,184.0,In the French Court — Ed Askew
211,000211.mp3,data/raw/fma_small/000/000211.mp3,In America,Ed Askew,Folk,247.0,In America — Ed Askew
212,000212.mp3,data/raw/fma_small/000/000212.mp3,When I Arive,Ed Askew,Folk,230.0,When I Arive — Ed Askew
213,000213.mp3,data/raw/fma_small/000/000213.mp3,Boute,Au,Pop,247.0,Boute — Au
255,000255.mp3,data/raw/fma_small/000/000255.mp3,We Want to be Old,Bird Names,Rock,182.0,We Want to be Old — Bird Names
256,000256.mp3,data/raw/fma_small/000/000256.mp3,Toggle,Black Elk,Rock,202.0,Toggle — Black Elk
368,000368.mp3,data/raw/fma_small/000/000368.mp3,Vampires,Blah Blah Blah,Rock,280.0,Vampires — Blah Blah Blah
424,000424.mp3,data/raw/fma_small/000/000424.mp3,The Ambient Honky,Brian Joseph Davis,Experimental,76.0,The Ambient Honky — Brian Joseph Davis
459,000459.mp3,data/raw/fma_small/000/000459.mp3,Machines and Muscles,CAVE,Rock,301.0,Machines and Muscles — CAVE
534,000534.mp3,data/raw/fma_small/000/000534.mp3,I Can See You,Charles Manson,Folk,80.0,I Can See You — Charles Manson
540,000540.mp3,data/raw/fma_small/000/000540.mp3,The Black Pirate,Charles Manson,Folk,309.0,The Black Pirate — Charles Manson
546,000546.mp3,data/raw/fma_small/000/000546.mp3,If You Have No One,Charles Manson,Folk,319.0,If You Have No One — Charles Manson
574,000574.mp3,data/raw/fma_small/000/000574.mp3,Caliente Queen,Clockcleaner,Rock,267.0,Caliente Queen — Clockcleaner
602,000602.mp3,data/raw/fma_small/000/000602.mp3,Disappearing,Dora Bleu,Folk,445.0,Disappearing — Dora Bleu
615,000615.mp3,data/raw/fma_small/000/000615.mp3,"Immaterial, side A",EKG,Experimental,519.0,"Immaterial, side A — EKG"
620,000620.mp3,data/raw/fma_small/000/000620.mp3,Arabesque,Ed Askew,Folk,205.0,Arabesque — Ed Askew
621,000621.mp3,data/raw/fma_small/000/000621.mp3,Blue Eyed Baby,Ed Askew,Folk,161.0,Blue Eyed Baby — Ed Askew
625,000625.mp3,data/raw/fma_small/000/000625.mp3,Climbing To The Top,Ed Askew,Folk,234.0,Climbing To The Top — Ed Askew
666,000666.mp3,data/raw/fma_small/000/000666.mp3,Heat,Explode Into Colors,International,235.0,Heat — Explode Into Colors
667,000667.mp3,data/raw/fma_small/000/000667.mp3,Sharpen The Knife,Explode Into Colors,International,246.0,Sharpen The Knife — Explode Into Colors
676,000676.mp3,data/raw/fma_small/000/000676.mp3,The Tension,Fanatic,Hip-Hop,197.0,The Tension — Fanatic
690,000690.mp3,data/raw/fma_small/000/000690.mp3,Cataclysm,Flying Luttenbachers,Rock,290.0,Cataclysm — Flying Luttenbachers
694,000694.mp3,data/raw/fma_small/000/000694.mp3,Planet Say (featuring Faust),Food For Animals,Hip-Hop,291.0,Planet Say (featuring Faust) — Food For Animals
695,000695.mp3,data/raw/fma_small/000/000695.mp3,Elephants,Food For Animals,Hip-Hop,104.0,Elephants — Food For Animals
704,000704.mp3,data/raw/fma_small/000/000704.mp3,Mano De Dios,Fósforo,International,310.0,Mano De Dios — Fósforo
705,000705.mp3,data/raw/fma_small/000/000705.mp3,Tio Cocodrilo,Fósforo,International,369.0,Tio Cocodrilo — Fósforo
706,000706.mp3,data/raw/fma_small/000/000706.mp3,Esto Es Califas,Fósforo,International,312.0,Esto Es Califas — Fósforo
707,000707.mp3,data/raw/fma_small/000/000707.mp3,Cochabamba,Fósforo,International,330.0,Cochabamba — Fósforo
708,000708.mp3,data/raw/fma_small/000/000708.mp3,Desconocido,Fósforo,International,289.0,Desconocido — Fósforo
709,000709.mp3,data/raw/fma_small/000/000709.mp3,Cumbia De Obama,Fósforo,International,192.0,Cumbia De Obama — Fósforo
714,000714.mp3,data/raw/fma_small/000/000714.mp3,Circle Moon,Fursaxa,Folk,338.0,Circle Moon — Fursaxa
715,000715.mp3,data/raw/fma_small/000/000715.mp3,Kokopelli,Fursaxa,Folk,283.0,Kokopelli — Fursaxa
716,000716.mp3,data/raw/fma_small/000/000716.mp3,Saxalainen,Fursaxa,Folk,297.0,Saxalainen — Fursaxa
718,000718.mp3,data/raw/fma_small/000/000718.mp3,Song Of The Spindle Berry,Fursaxa,Folk,128.0,Song Of The Spindle Berry — Fursaxa
777,000777.mp3,data/raw/fma_small/000/000777.mp3,Relaxing,Glove Compartment,Rock,90.0,Relaxing — Glove Compartment
814,000814.mp3,data/raw/fma_small/000/000814.mp3,Motion Passings,Hall Of Fame,Folk,146.0,Motion Passings — Hall Of Fame
821,000821.mp3,data/raw/fma_small/000/000821.mp3,Sir,Hecuba,Pop,200.0,Sir — Hecuba
822,000822.mp3,data/raw/fma_small/000/000822.mp3,Tom & Jerry,Hecuba,Pop,323.0,Tom & Jerry — Hecuba
825,000825.mp3,data/raw/fma_small/000/000825.mp3,Death March,Here Comes A Big Black Cloud!!,Rock,83.0,Death March — Here Comes A Big Black Cloud!!
853,000853.mp3,data/raw/fma_small/000/000853.mp3,Welsinsni Melodyi,Hutzl Ukranian Ensemble,International,137.0,Welsinsni Melodyi — Hutzl Ukranian Ensemble
890,000890.mp3,data/raw/fma_small/000/000890.mp3,Softly Tomorrow,Ilyas Ahmed,Folk,297.0,Softly Tomorrow — Ilyas Ahmed
892,000892.mp3,data/raw/fma_small/000/000892.mp3,Phantom Sky,Ilyas Ahmed,Folk,480.0,Phantom Sky — Ilyas Ahmed
897,000897.mp3,data/raw/fma_small/000/000897.mp3,02,Infinite Body,Experimental,275.0,02 — Infinite Body
993,000993.mp3,data/raw/fma_small/000/000993.mp3,Or So I've Been Told,Jad Fair and Jason Willett,Rock,86.0,Or So I've Been Told — Jad Fair and Jason Willett
995,000995.mp3,data/raw/fma_small/000/000995.mp3,No Good Deed Goes Unpunished,Kevin Shields,Experimental,298.0,No Good Deed Goes Unpunished — Kevin Shields
997,000997.mp3,data/raw/fma_small/000/000997.mp3,Nothing's Ever Ending,Kevin Shields,Experimental,520.0,Nothing's Ever Ending — Kevin Shields
998,000998.mp3,data/raw/fma_small/000/000998.mp3,Apparently,Kevin Shields,Experimental,475.0,Apparently — Kevin Shields
1039,001039.mp3,data/raw/fma_small/001/001039.mp3,13 Monsters,Lightning Bolt,Rock,169.0,13 Monsters — Lightning Bolt
1040,001040.mp3,data/raw/fma_small/001/001040.mp3,Dracula Mountain,Lightning Bolt,Rock,310.0,Dracula Mountain — Lightning Bolt
1066,001066.mp3,data/raw/fma_small/001/001066.mp3,Helicopter de Cristal,Lucky Dragons,Experimental,234.0,Helicopter de Cristal — Lucky Dragons
1069,001069.mp3,data/raw/fma_small/001/001069.mp3,Un Lagrima en la Discoteca,Lucky Dragons,Experimental,110.0,Un Lagrima en la Discoteca — Lucky Dragons
1073,001073.mp3,data/raw/fma_small/001/001073.mp3,Onda Tocadisco,Lucky Dragons,Experimental,93.0,Onda Tocadisco — Lucky Dragons
1075,001075.mp3,data/raw/fma_small/001/001075.mp3,Painful Corazon,Lucky Dragons,Experimental,62.0,Painful Corazon — Lucky Dragons
1082,001082.mp3,data/raw/fma_small/001/001082.mp3,Nam Nhi-tu,M. Nguyen Van Minh-Con,International,187.0,Nam Nhi-tu — M. Nguyen Van Minh-Con
1083,001083.mp3,data/raw/fma_small/001/001083.mp3,Feasting on Energy,Magic Lantern,Experimental,472.0,Feasting on Energy — Magic Lantern
1087,001087.mp3,data/raw/fma_small/001/001087.mp3,Tell The Police The Truth,Mahjongg,Rock,315.0,Tell The Police The Truth — Mahjongg
1102,001102.mp3,data/raw/fma_small/001/001102.mp3,Rare Vodka from the Fourteenth Century,Mary Halvorson and Weasel Walter,Rock,327.0,Rare Vodka from the Fourteenth Century — Mary Halvorson and Weasel Walter
1193,001193.mp3,data/raw/fma_small/001/001193.mp3,Wooly Mammoth's Absence,Mount Eerie,Folk,286.0,Wooly Mammoth's Absence — Mount Eerie
1195,001195.mp3,data/raw/fma_small/001/001195.mp3,With My Hands Out,Mount Eerie,Folk,212.0,With My Hands Out — Mount Eerie
1196,001196.mp3,data/raw/fma_small/001/001196.mp3,2 Blonde Braids,Mount Eerie,Folk,221.0,2 Blonde Braids — Mount Eerie
1197,001197.mp3,data/raw/fma_small/001/001197.mp3,My Burning,Mount Eerie,Folk,161.0,My Burning — Mount Eerie
1249,001249.mp3,data/raw/fma_small/001/001249.mp3,"""Cleanse Bath"" 10"" Metal Laquer",Nautical Almanac,Experimental,566.0,"""Cleanse Bath"" 10"" Metal Laquer — Nautical Almanac"
1259,001259.mp3,data/raw/fma_small/001/001259.mp3,Rolling In The Green,Nautical Almanac,Experimental,208.0,Rolling In The Green — Nautical Almanac
1270,001270.mp3,data/raw/fma_small/001/001270.mp3,Cocksuckerbastardmotherfucker,Necropolis,Rock,149.0,Cocksuckerbastardmotherfucker — Necropolis
1276,001276.mp3,data/raw/fma_small/001/001276.mp3,Richard Nixon Died Today,Negativland,Experimental,145.0,Richard Nixon Died Today — Negativland
1277,001277.mp3,data/raw/fma_small/001/001277.mp3,No Business,Negativland,Experimental,253.0,No Business — Negativland
1278,001278.mp3,data/raw/fma_small/001/001278.mp3,Downloading,Negativland,Experimental,592.0,Downloading — Negativland
1417,001417.mp3,data/raw/fma_small/001/001417.mp3,Guns of Thunder,Pierced Arrows,Rock,232.0,Guns of Thunder — Pierced Arrows
1427,001427.mp3,data/raw/fma_small/001/001427.mp3,I Feel Evils,Plastic Crimewave Sound,Rock,248.0,I Feel Evils — Plastic Crimewave Sound
1443,001443.mp3,data/raw/fma_small/001/001443.mp3,Time Fist,Pocahaunted,Experimental,423.0,Time Fist — Pocahaunted
1482,001482.mp3,data/raw/fma_small/001/001482.mp3,Reindeer Dance,Rainbro,Electronic,216.0,Reindeer Dance — Rainbro
1510,001510.mp3,data/raw/fma_small/001/001510.mp3,Zombie,Ric Royer &amp; G. Lucas Crane,Experimental,91.0,Zombie — Ric Royer &amp; G. Lucas Crane
1544,001544.mp3,data/raw/fma_small/001/001544.mp3,Song of The Stations,Samara Lubelski,Folk,370.0,Song of The Stations — Samara Lubelski
1642,001642.mp3,data/raw/fma_small/001/001642.mp3,Hrz,So Cow,Pop,68.0,Hrz — So Cow
1644,001644.mp3,data/raw/fma_small/001/001644.mp3,Outskirts,So Cow,Pop,146.0,Outskirts — So Cow
1649,001649.mp3,data/raw/fma_small/001/001649.mp3,Inis Meain,So Cow,Pop,139.0,Inis Meain — So Cow
1661,001661.mp3,data/raw/fma_small/001/001661.mp3,Only Fools and Horses Theme,So Cow,Pop,127.0,Only Fools and Horses Theme — So Cow
1663,001663.mp3,data/raw/fma_small/001/001663.mp3,So High,Softboiled Eggies,Pop,200.0,So High — Softboiled Eggies
1666,001666.mp3,data/raw/fma_small/001/001666.mp3,She Fell Through the Trees,Softboiled Eggies,Pop,282.0,She Fell Through the Trees — Softboiled Eggies
1673,001673.mp3,data/raw/fma_small/001/001673.mp3,Track 07,Solemn Man,Experimental,250.0,Track 07 — Solemn Man
1680,001680.mp3,data/raw/fma_small/001/001680.mp3,Bashraf Salama,The Sounds of Taraab,International,436.0,Bashraf Salama — The Sounds of Taraab
1681,001681.mp3,data/raw/fma_small/001/001681.mp3,Daka Kozi Manowe,The Sounds of Taraab,International,274.0,Daka Kozi Manowe — The Sounds of Taraab
1682,001682.mp3,data/raw/fma_small/001/001682.mp3,Nie Zama Nie Sema,The Sounds of Taraab,International,354.0,Nie Zama Nie Sema — The Sounds of Taraab
1683,001683.mp3,data/raw/fma_small/001/001683.mp3,Mapenzi Matamu,The Sounds of Taraab,International,312.0,Mapenzi Matamu — The Sounds of Taraab
1684,001684.mp3,data/raw/fma_small/001/001684.mp3,Mahaba Wa Taka Nini,The Sounds of Taraab,International,230.0,Mahaba Wa Taka Nini — The Sounds of Taraab
1685,001685.mp3,data/raw/fma_small/001/001685.mp3,Eni Wana Damu,The Sounds of Taraab,International,308.0,Eni Wana Damu — The Sounds of Taraab
1686,001686.mp3,data/raw/fma_small/001/001686.mp3,Rufiji,The Sounds of Taraab,International,374.0,Rufiji — The Sounds of Taraab
1687,001687.mp3,data/raw/fma_small/001/001687.mp3,"Lala, Mpenzi Lala",The Sounds of Taraab,International,330.0,"Lala, Mpenzi Lala — The Sounds of Taraab"
1688,001688.mp3,data/raw/fma_small/001/001688.mp3,Sishituki,The Sounds of Taraab,International,285.0,Sishituki — The Sounds of Taraab
1689,001689.mp3,data/raw/fma_small/001/001689.mp3,Unalo,The Sounds of Taraab,International,543.0,Unalo — The Sounds of Taraab
1701,001701.mp3,data/raw/fma_small/001/001701.mp3,Clouds,Spires That in the Sunset Rise,Folk,386.0,Clouds — Spires That in the Sunset Rise
1702,001702.mp3,data/raw/fma_small/001/001702.mp3,Java Pop,Spires That in the Sunset Rise,Folk,286.0,Java Pop — Spires That in the Sunset Rise
1703,001703.mp3,data/raw/fma_small/001/001703.mp3,Equus Haar,Spires That in the Sunset Rise,Folk,288.0,Equus Haar — Spires That in the Sunset Rise
1704,001704.mp3,data/raw/fma_small/001/001704.mp3,Morning Song,Spires That in the Sunset Rise,Folk,435.0,Morning Song — Spires That in the Sunset Rise
1706,001706.mp3,data/raw/fma_small/001/001706.mp3,In the Pineys,Strapping Fieldhands,Rock,175.0,In the Pineys — Strapping Fieldhands
1720,001720.mp3,data/raw/fma_small/001/001720.mp3,Harken Sunshine,Sun Araw,Rock,269.0,Harken Sunshine — Sun Araw
1732,001732.mp3,data/raw/fma_small/001/001732.mp3,Black Jerusalem,Teeth Mountain,Experimental,341.0,Black Jerusalem — Teeth Mountain
1733,001733.mp3,data/raw/fma_small/001/001733.mp3,Keinsein,Teeth Mountain,Experimental,276.0,Keinsein — Teeth Mountain
1735,001735.mp3,data/raw/fma_small/001/001735.mp3,Ghost Science,Teeth Mountain,Experimental,132.0,Ghost Science — Teeth Mountain
1736,001736.mp3,data/raw/fma_small/001/001736.mp3,Soft Beast,Teeth Mountain,Experimental,275.0,Soft Beast — Teeth Mountain
1883,001883.mp3,data/raw/fma_small/001/001883.mp3,I Do What I Do,The Yolks,Rock,158.0,I Do What I Do — The Yolks
1891,001891.mp3,data/raw/fma_small/001/001891.mp3,Kids In Cars,Thee Oh Sees,Rock,303.0,Kids In Cars — Thee Oh Sees
1893,001893.mp3,data/raw/fma_small/001/001893.mp3,Memories,Tommy Jay,Folk,202.0,Memories — Tommy Jay
1924,001924.mp3,data/raw/fma_small/001/001924.mp3,Calling For You,The Twin Atlas,Folk,167.0,Calling For You — The Twin Atlas
1925,001925.mp3,data/raw/fma_small/001/001925.mp3,Happy At The Wheel,The Twin Atlas,Folk,170.0,Happy At The Wheel — The Twin Atlas
1929,001929.mp3,data/raw/fma_small/001/001929.mp3,Buzz Chant,U.S. Girls,Experimental,216.0,Buzz Chant — U.S. Girls
1930,001930.mp3,data/raw/fma_small/001/001930.mp3,So Thereby...and furthermore...thus henceforth...Mono,Upsilon Acrux,Rock,233.0,So Thereby...and furthermore...thus henceforth...Mono — Upsilon Acrux
2012,002012.mp3,data/raw/fma_small/002/002012.mp3,The White Mice,White Mice,Experimental,200.0,The White Mice — White Mice
2096,002096.mp3,data/raw/fma_small/002/002096.mp3,title unknown,Grouper,Experimental,453.0,title unknown — Grouper
2097,002097.mp3,data/raw/fma_small/002/002097.mp3,My Sweet Miasma,Hall Of Fame,Folk,257.0,My Sweet Miasma — Hall Of Fame
2099,002099.mp3,data/raw/fma_small/002/002099.mp3,....like bacon sundays,luc,Pop,244.0,....like bacon sundays — luc
3263,003263.mp3,data/raw/fma_small/003/003263.mp3,A Date,Ai Aso,Folk,208.0,A Date — Ai Aso
3264,003264.mp3,data/raw/fma_small/003/003264.mp3,Tee Te Te,Ai Aso,Folk,354.0,Tee Te Te — Ai Aso
3265,003265.mp3,data/raw/fma_small/003/003265.mp3,Lavender,Ai Aso,Folk,171.0,Lavender — Ai Aso
3266,003266.mp3,data/raw/fma_small/003/003266.mp3,Land,Ai Aso,Folk,248.0,Land — Ai Aso
3270,003270.mp3,data/raw/fma_small/003/003270.mp3,Song for Obol,Arborea,Folk,288.0,Song for Obol — Arborea
3271,003271.mp3,data/raw/fma_small/003/003271.mp3,Beirut,Arborea,Folk,166.0,Beirut — Arborea
3272,003272.mp3,data/raw/fma_small/003/003272.mp3,Seadrift,Arborea,Folk,174.0,Seadrift — Arborea
3273,003273.mp3,data/raw/fma_small/003/003273.mp3,Redbird,Arborea,Folk,173.0,Redbird — Arborea
3274,003274.mp3,data/raw/fma_small/003/003274.mp3,Forewarned,Arborea,Folk,349.0,Forewarned — Arborea
3492,003492.mp3,data/raw/fma_small/003/003492.mp3,On The Wings,Citay,Rock,286.0,On The Wings — Citay
3532,003532.mp3,data/raw/fma_small/003/003532.mp3,Heaven Is Human,Cryptacize,Pop,170.0,Heaven Is Human — Cryptacize
3533,003533.mp3,data/raw/fma_small/003/003533.mp3,New Spell,Cryptacize,Pop,242.0,New Spell — Cryptacize
3534,003534.mp3,data/raw/fma_small/003/003534.mp3,Cosmic Sing-a-long,Cryptacize,Pop,130.0,Cosmic Sing-a-long — Cryptacize
3535,003535.mp3,data/raw/fma_small/003/003535.mp3,No Coins,Cryptacize,Pop,208.0,No Coins — Cryptacize
3537,003537.mp3,data/raw/fma_small/003/003537.mp3,We'll Never Dream Again,Cryptacize,Pop,247.0,We'll Never Dream Again — Cryptacize
3538,003538.mp3,data/raw/fma_small/003/003538.mp3,Say You Will,Cryptacize,Pop,210.0,Say You Will — Cryptacize
3573,003573.mp3,data/raw/fma_small/003/003573.mp3,Piggled,Dan Deacon,Electronic,235.0,Piggled — Dan Deacon
3598,003598.mp3,data/raw/fma_small/003/003598.mp3,Little Eyes,Ed Askew,Folk,139.0,Little Eyes — Ed Askew
3624,003624.mp3,data/raw/fma_small/003/003624.mp3,Days of Summer,Fallen Leaves,Rock,184.0,Days of Summer — Fallen Leaves
3707,003707.mp3,data/raw/fma_small/003/003707.mp3,Stable the Spuds,Gary Higgins,Folk,341.0,Stable the Spuds — Gary Higgins
3708,003708.mp3,data/raw/fma_small/003/003708.mp3,Thicker Than A Smokey,Gary Higgins,Folk,245.0,Thicker Than A Smokey — Gary Higgins
3720,003720.mp3,data/raw/fma_small/003/003720.mp3,Walking on the Water,Indian Jewelry,Rock,240.0,Walking on the Water — Indian Jewelry
3721,003721.mp3,data/raw/fma_small/003/003721.mp3,Pow Wow,Indian Jewelry,Rock,318.0,Pow Wow — Indian Jewelry
3722,003722.mp3,data/raw/fma_small/003/003722.mp3,Swans,Indian Jewelry,Rock,202.0,Swans — Indian Jewelry
3724,003724.mp3,data/raw/fma_small/003/003724.mp3,Temporary Famine Ship,Indian Jewelry,Rock,370.0,Temporary Famine Ship — Indian Jewelry
3725,003725.mp3,data/raw/fma_small/003/003725.mp3,West Alabama,Indian Jewelry,Rock,289.0,West Alabama — Indian Jewelry
3761,003761.mp3,data/raw/fma_small/003/003761.mp3,Improv,Kinski,Rock,257.0,Improv — Kinski
3762,003762.mp3,data/raw/fma_small/003/003762.mp3,Snowy Parts of Scandinavia,Kinski,Rock,541.0,Snowy Parts of Scandinavia — Kinski
3763,003763.mp3,data/raw/fma_small/003/003763.mp3,Shelley Winters Overdrive,Kinski,Rock,180.0,Shelley Winters Overdrive — Kinski
3765,003765.mp3,data/raw/fma_small/003/003765.mp3,Waves of Second Guessing,Kinski,Rock,444.0,Waves of Second Guessing — Kinski
3766,003766.mp3,data/raw/fma_small/003/003766.mp3,Rhode Island Freakout,Kinski,Rock,282.0,Rhode Island Freakout — Kinski
3775,003775.mp3,data/raw/fma_small/003/003775.mp3,Cumbia Infierno,La Troba Kung-Fu,International,594.0,Cumbia Infierno — La Troba Kung-Fu
3776,003776.mp3,data/raw/fma_small/003/003776.mp3,La Canco de Lladre,La Troba Kung-Fu,International,363.0,La Canco de Lladre — La Troba Kung-Fu
3777,003777.mp3,data/raw/fma_small/003/003777.mp3,Volant,La Troba Kung-Fu,International,445.0,Volant — La Troba Kung-Fu
3778,003778.mp3,data/raw/fma_small/003/003778.mp3,Calor Calor,La Troba Kung-Fu,International,258.0,Calor Calor — La Troba Kung-Fu
3779,003779.mp3,data/raw/fma_small/003/003779.mp3,Rock Rumba,La Troba Kung-Fu,International,423.0,Rock Rumba — La Troba Kung-Fu
3832,003832.mp3,data/raw/fma_small/003/003832.mp3,Bedoin Song,Lior,Folk,419.0,Bedoin Song — Lior
3833,003833.mp3,data/raw/fma_small/003/003833.mp3,Track 01,Lightning Bolt,Rock,316.0,Track 01 — Lightning Bolt
3840,003840.mp3,data/raw/fma_small/003/003840.mp3,Track 08,Lightning Bolt,Rock,489.0,Track 08 — Lightning Bolt
3880,003880.mp3,data/raw/fma_small/003/003880.mp3,Crawling,Mary Halvorson and Jessica Pavone,Folk,258.0,Crawling — Mary Halvorson and Jessica Pavone
3895,003895.mp3,data/raw/fma_small/003/003895.mp3,Invitita and de Cingheri from Transylvania,MetroFolk,International,467.0,Invitita and de Cingheri from Transylvania — MetroFolk
3896,003896.mp3,data/raw/fma_small/003/003896.mp3,Gypsy Csardas and Men's Dances from Kalotaszeg,MetroFolk,International,374.0,Gypsy Csardas and Men's Dances from Kalotaszeg — MetroFolk
3904,003904.mp3,data/raw/fma_small/003/003904.mp3,Sometimes,Michael Chapman,Folk,263.0,Sometimes — Michael Chapman
3905,003905.mp3,data/raw/fma_small/003/003905.mp3,Twisted Road,Michael Chapman,Folk,508.0,Twisted Road — Michael Chapman
3906,003906.mp3,data/raw/fma_small/003/003906.mp3,Sometimes,Michael Chapman,Folk,264.0,Sometimes — Michael Chapman
3908,003908.mp3,data/raw/fma_small/003/003908.mp3,Caddo Lake,Michael Chapman,Folk,337.0,Caddo Lake — Michael Chapman
3909,003909.mp3,data/raw/fma_small/003/003909.mp3,Dewbury Road / That Time of Night,Michael Chapman,Folk,410.0,Dewbury Road / That Time of Night — Michael Chapman
3910,003910.mp3,data/raw/fma_small/003/003910.mp3,Kodak Ghosts,Michael Chapman,Folk,361.0,Kodak Ghosts — Michael Chapman
3911,003911.mp3,data/raw/fma_small/003/003911.mp3,Dust Devils,Michael Chapman,Folk,158.0,Dust Devils — Michael Chapman
3912,003912.mp3,data/raw/fma_small/003/003912.mp3,Fahey's Flag,Michael Chapman,Folk,218.0,Fahey's Flag — Michael Chapman
3913,003913.mp3,data/raw/fma_small/003/003913.mp3,Memhpis in Winter,Michael Chapman,Folk,388.0,Memhpis in Winter — Michael Chapman
3920,003920.mp3,data/raw/fma_small/003/003920.mp3,Fragrant Rota,Michael Holt,Folk,194.0,Fragrant Rota — Michael Holt
3921,003921.mp3,data/raw/fma_small/003/003921.mp3,Hiawatha's Lullaby,Michael Holt,Folk,157.0,Hiawatha's Lullaby — Michael Holt
3950,003950.mp3,data/raw/fma_small/003/003950.mp3,Click Click Bang Bang,Miss Derringer,Rock,150.0,Click Click Bang Bang — Miss Derringer
4013,004013.mp3,data/raw/fma_small/004/004013.mp3,Ravens,Nalle,Folk,353.0,Ravens — Nalle
4017,004017.mp3,data/raw/fma_small/004/004017.mp3,New Roots,Nalle,Folk,403.0,New Roots — Nalle
4022,004022.mp3,data/raw/fma_small/004/004022.mp3,Can't Tell No One,Negative Approach,Rock,79.0,Can't Tell No One — Negative Approach
4037,004037.mp3,data/raw/fma_small/004/004037.mp3,Oh! Mighty Engine,Neil Halstead,Folk,315.0,Oh! Mighty Engine — Neil Halstead
4066,004066.mp3,data/raw/fma_small/004/004066.mp3,Soleade,Peter Walker,Folk,255.0,Soleade — Peter Walker
4067,004067.mp3,data/raw/fma_small/004/004067.mp3,Por Rosa,Peter Walker,Folk,273.0,Por Rosa — Peter Walker
4068,004068.mp3,data/raw/fma_small/004/004068.mp3,Alegrias Variation,Peter Walker,Folk,341.0,Alegrias Variation — Peter Walker
4069,004069.mp3,data/raw/fma_small/004/004069.mp3,Tune on Karen Dalton's Guitar,Peter Walker,Folk,233.0,Tune on Karen Dalton's Guitar — Peter Walker
4070,004070.mp3,data/raw/fma_small/004/004070.mp3,Nuevos Ojos,Pistolera,International,259.0,Nuevos Ojos — Pistolera
4071,004071.mp3,data/raw/fma_small/004/004071.mp3,Mentirosas,Pistolera,International,227.0,Mentirosas — Pistolera
4072,004072.mp3,data/raw/fma_small/004/004072.mp3,Tatuaje,Pistolera,International,148.0,Tatuaje — Pistolera
4073,004073.mp3,data/raw/fma_small/004/004073.mp3,Policia,Pistolera,International,197.0,Policia — Pistolera
4074,004074.mp3,data/raw/fma_small/004/004074.mp3,Vieja,Pistolera,International,245.0,Vieja — Pistolera
4075,004075.mp3,data/raw/fma_small/004/004075.mp3,Un Momento,Pistolera,International,268.0,Un Momento — Pistolera
4076,004076.mp3,data/raw/fma_small/004/004076.mp3,No te Olvidare,Pistolera,International,216.0,No te Olvidare — Pistolera
4077,004077.mp3,data/raw/fma_small/004/004077.mp3,Algo Pa que te Olvides,Pistolera,International,195.0,Algo Pa que te Olvides — Pistolera
4078,004078.mp3,data/raw/fma_small/004/004078.mp3,No Suspires,Pistolera,International,205.0,No Suspires — Pistolera
4079,004079.mp3,data/raw/fma_small/004/004079.mp3,Extranjero,Pistolera,International,296.0,Extranjero — Pistolera
4080,004080.mp3,data/raw/fma_small/004/004080.mp3,Cazador,Pistolera,International,236.0,Cazador — Pistolera
4091,004091.mp3,data/raw/fma_small/004/004091.mp3,1864,Polka Madre,International,173.0,1864 — Polka Madre
4092,004092.mp3,data/raw/fma_small/004/004092.mp3,Nina Olga Vodka,Polka Madre,International,159.0,Nina Olga Vodka — Polka Madre
